0,1,key1,key2,key3,key4,cos1,cos2,cos3,cos4,diff1,diff2,diff3,diff4,shots,locations,cat1,cat2,cat3,cat4
1587992681,"{1846059797: 0.29185542464256287, 1852936796: 0.2864242494106293, 1576782434: 0.28005534410476685, 1587990080: 0.27694186568260193, 1869314783: 0.2714879512786865, 1869314699: 0.27080196142196655, 1277234753: 0.2692316472530365, 1571327411: 0.2648131251335144}",1846059797,1852936796,1576782434,1587990080,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv2],"['Portrait of', 'Portrait of']",[],[outdoors],[outdoors],[misc],[outdoors]
1587145121,"{1587145898: 0.529626727104187, 1587144287: 0.5115609169006348, 1587145067: 0.4661843180656433, 1587145913: 0.46050477027893066, 217372502: 0.45895761251449585, 1587145064: 0.4578039050102234, 1587145118: 0.4344545006752014, 1587145085: 0.40006041526794434}",1587145898,1587144287,1587145067,1587145913,[cosHint lv4],[cosHint lv4],[cosHint lv4],[cosHint lv4],[diffHint lv2],[diffHint lv2],[diffHint lv3],[diffHint lv2],"['Low angle view of', 'View of', 'Detail toned view of', 'Detail view of']","['Balloon Festival Albuquerque New Mexico USA', 'Balloon Festival Albuquerque New Mexico USA']",[outdoors],[outdoors],[outdoors],[outdoors]
1840552898,"{1868705261: 0.3229384422302246, 1868703266: 0.3209410607814789, 1813172156: 0.31817641854286194, 1852961792: 0.3171636462211609, 1868703248: 0.316222608089447, 1572530309: 0.30846789479255676, 1590215609: 0.30521973967552185, 1587060059: 0.30166298151016235}",1868705261,1868703266,1813172156,1852961792,[cosHint lv3],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait of', 'Portrait of']",[],[indoors],[indoors],[electronics],[electronics]
1873296680,"{1844724245: 0.3801347613334656, 1844723924: 0.35676679015159607, 1844723921: 0.35051390528678894, 1844723984: 0.3476783335208893, 1840559678: 0.34434476494789124, 1844727464: 0.3411959409713745, 1844723918: 0.3387538492679596, 1844724050: 0.33805713057518005}",1844724245,1844723924,1844723921,1844723984,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait shot of', 'Medium shot of', 'Low angle shot of']",[],[office],[office],[office],[office]
1840560677,"{1840560551: 0.3732748031616211, 1868722133: 0.3639063835144043, 1297776779: 0.3611373007297516, 1862067380: 0.3495274484157562, 1862067383: 0.33896154165267944, 1868723498: 0.3284786641597748, 216580475: 0.32519999146461487, 1844731889: 0.3040638864040375}",1840560551,1868722133,1297776779,1862067380,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Low angle shot of', 'Medium shot of', 'Vertical shot of', 'Low angle vertical shot of']",[],[outdoors],[outdoors],[outdoors],[outdoors]
1297780919,"{1859337146: 0.27398979663848877, 1859334866: 0.2538989186286926, 1859334905: 0.25177329778671265, 1859334752: 0.251736044883728, 1297775255: 0.2488364279270172, 1859334893: 0.24834883213043213, 1583609624: 0.2473572939634323, 1869911600: 0.24583688378334045}",1859337146,1859334866,1859334905,1859334752,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Studio shot of'],['Plaza de Espana Seville Spain'],[indoors],[misc],[electronics],[indoors]
1588014650,"{1590047585: 0.3524363934993744, 1590051185: 0.3504173755645752, 1588027652: 0.3419920802116394, 1590034403: 0.32909145951271057, 1710413957: 0.32258814573287964, 1711190648: 0.3224494457244873, 1865856623: 0.319159597158432, 1839580727: 0.3135862350463867}",1590047585,1590051185,1588027652,1590034403,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Close up of'],[],[electronics],[indoors],[indoors],[office]
1571668358,"{1588027580: 0.2836897075176239, 1576741820: 0.2795620560646057, 1590023090: 0.2757946848869324, 1571576939: 0.2693997919559479, 1571658905: 0.2660585045814514, 1587830111: 0.2645037770271301, 1578907016: 0.26187172532081604, 1665809846: 0.2614281177520752}",1588027580,1576741820,1590023090,1571576939,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Portrait of'],[],[misc],[indoors],[indoors],[misc]
1869046529,"{1588012475: 0.28640326857566833, 1766902656: 0.28099095821380615, 1277238416: 0.280311644077301, 1670341265: 0.27931544184684753, 1304265968: 0.2763245403766632, 1572661505: 0.2667922377586365, 1840552898: 0.2652691900730133, 1576741859: 0.26264920830726624}",1588012475,1766902656,1277238416,1670341265,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Horizontal shot of', 'Vertical shot of']",[],[misc],[outdoors],[outdoors],[food]
1590352094,"{1590350795: 0.4355253279209137, 1590352241: 0.3486529290676117, 1570308302: 0.3429899513721466, 1590352256: 0.3410183787345886, 1587842159: 0.32000625133514404, 1570230914: 0.310576856136322, 1587849455: 0.29233813285827637, 1586687480: 0.2860771119594574}",1590350795,1590352241,1570308302,1590352256,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv2],[diffHint lv2],[diffHint lv1],[diffHint lv2],['Statue of'],"['Monastery Santuari de Lluc near Escorca Mallorca Spain', 'Cala Figuera with boats Mallorca Spain', 'Cabo de Formentor Mallorca Spain', 'Cabo de Formentor Mallorca Spain', 'Cabo de Formentor Mallorca Spain']",[outdoors],[outdoors],[outdoors],[outdoors]
1586704871,"{1862086772: 0.5434169173240662, 216351116: 0.5408465266227722, 216356894: 0.5012210607528687, 1859347388: 0.49998289346694946, 1586675237: 0.496918261051178, 216573575: 0.48614758253097534, 1844194103: 0.4843107759952545, 1844196854: 0.4813246428966522}",1862086772,216351116,216356894,1859347388,[cosHint lv4],[cosHint lv4],[cosHint lv4],[cosHint lv4],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait Of ', 'Portrait Of ', 'Rear View Of ']",['Dorset'],[outdoors],[outdoors],[outdoors],[outdoors]
1868716469,"{1297792514: 0.307098925113678, 1586684471: 0.30571886897087097, 1869318134: 0.2938842177391052, 1586693789: 0.2896667718887329, 1843588685: 0.2865161597728729, 1869318110: 0.28342995047569275, 1869318053: 0.2806015610694885, 1840649159: 0.279485285282135}",1297792514,1586684471,1869318134,1586693789,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['A portrait shot of', 'A wide shot of', 'A wide shot of', 'A side profile medium shot of']",[],[outdoors],[misc],[office],[outdoors]
1663817603,"{1868720591: 0.3371158540248871, 1587838187: 0.32298001646995544, 1587838199: 0.31846943497657776, 1590031952: 0.3142174184322357, 1578212987: 0.30711376667022705, 1578947120: 0.3056715428829193, 1572530309: 0.3043906092643738, 1590060182: 0.3019426465034485}",1868720591,1587838187,1587838199,1590031952,[cosHint lv3],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['portrait of', 'Portrait of', 'Portrait of']",[],[indoors],[electronics],[electronics],[electronics]
1588003499,"{216582401: 0.2787780165672302, 1587857279: 0.2711838483810425, 1590183839: 0.2516339123249054, 1590351095: 0.24445171654224396, 1587642932: 0.24279792606830597, 1570219553: 0.23914459347724915, 216584528: 0.23891326785087585, 1572390290: 0.23203687369823456}",216582401,1587857279,1590183839,1590351095,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Scenic view of', 'Scenic view of', 'Close up of', 'Close up of']","['Carinthia Austria', 'Carinthia Austria', 'Kaisergebirge Tyrol Austria']",[outdoors],[outdoors],[outdoors],[outdoors]
1578225275,"{1578225881: 0.43748968839645386, 1578225863: 0.38433459401130676, 1578208655: 0.2975601255893707, 1578225866: 0.29307106137275696, 1590056537: 0.2738300859928131, 1578212801: 0.273314893245697, 1669207298: 0.27203306555747986, 1578225827: 0.26629507541656494}",1578225881,1578225863,1578208655,1578225866,[cosHint lv4],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv2],[diffHint lv2],[diffHint lv1],[diffHint lv2],['Portrait of'],[],[indoors],[indoors],[misc],[indoors]
1857301826,"{1846008221: 0.32346874475479126, 1868718527: 0.2900594174861908, 1857297359: 0.27836671471595764, 1862081408: 0.26241645216941833, 1865999513: 0.2582230269908905, 1578939224: 0.2572234869003296, 1581272372: 0.25383996963500977, 1843607267: 0.2524619996547699}",1846008221,1868718527,1857297359,1862081408,[cosHint lv3],[cosHint lv2],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv2],[diffHint lv1],"['Vertical shot of', 'Vertical shot of', 'Horizontal shot of', 'Vertical shot of']",[],[office],[misc],[electronics],[office]
1570308335,"{1572527852: 0.31165409088134766, 1570300736: 0.3070704936981201, 1590351206: 0.302469938993454, 1590352163: 0.29563063383102417, 1572527672: 0.29478543996810913, 1590352226: 0.29399752616882324, 1590351203: 0.29390260577201843, 1590351212: 0.2919434607028961}",1572527852,1570300736,1590351206,1590352163,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],['View over'],"['Syracuse Sicily Italy', 'Villa Goethe Agrigento Sicily Italy', 'Temple of Hera Valley of the Temples Agrigento Sicily Italy', 'Taormina Sicily Italy', 'Lake Woerthsee near Steinebach Bavaria Germany', 'Lake Woerthsee near Steinebach Bavaria Germany']",[outdoors],[outdoors],[outdoors],[outdoors]
1572661505,"{1576741859: 0.40940141677856445, 1277238101: 0.2966270446777344, 1869046535: 0.29640284180641174, 1865895140: 0.29419729113578796, 1297732649: 0.2891260087490082, 1852961783: 0.2890978455543518, 1571664065: 0.28875598311424255, 1588012475: 0.2857038378715515}",1576741859,1277238101,1869046535,1865895140,[cosHint lv4],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[outdoors],[food],[food],[indoors]
1277234585,"{1297787534: 0.35570043325424194, 1876092134: 0.3538871705532074, 1297787504: 0.34547296166419983, 1663818554: 0.33721134066581726, 1277239415: 0.3155604600906372, 1571615177: 0.30758920311927795, 1297787474: 0.3025922179222107, 1297787516: 0.2997671067714691}",1297787534,1876092134,1297787504,1663818554,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[indoors],[indoors],[indoors],[indoors]
1587149063,"{1587997703: 0.2787935435771942, 1587148190: 0.27311238646507263, 1587845741: 0.267031192779541, 1587149465: 0.254123717546463, 1587997616: 0.25095608830451965, 1587845312: 0.23572976887226105, 1587997706: 0.23554366827011108, 1587654119: 0.233476459980011}",1587997703,1587148190,1587845741,1587149465,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv2],"['Close up of', 'High angle view of', 'Close up of', 'Detail view of']",[],[outdoors],[food],[indoors],[indoors]
1297797338,"{1277235653: 0.5623789429664612, 1571662124: 0.36767300963401794, 1868709398: 0.3653123676776886, 1297787624: 0.3544922173023224, 1578212882: 0.3538202941417694, 1572463127: 0.34268948435783386, 1590056606: 0.33621883392333984, 1297796597: 0.33077800273895264}",1277235653,1571662124,1868709398,1297787624,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv2],"['cutout of', 'Cut out of', 'Detail of', 'Cut out of']",[],[electronics],[electronics],[indoors],[misc]
1586693321,"{1586693309: 0.3113211691379547, 1813179776: 0.2552463412284851, 1859328524: 0.24536854028701782, 1878694289: 0.2386765331029892, 1878694253: 0.23718103766441345, 1576745393: 0.2363409698009491, 1852964030: 0.23479701578617096, 1663817693: 0.2335416078567505}",1586693309,1813179776,1859328524,1878694289,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[misc],[indoors],[indoors],[food]
1587140861,"{1590214532: 0.26056864857673645, 1590214457: 0.2550205588340759, 1590214487: 0.2404676079750061, 1590214550: 0.23506733775138855, 1587140894: 0.23483063280582428, 1868720804: 0.23078007996082306, 1844196173: 0.23027309775352478, 1567883183: 0.2285880148410797}",1590214532,1590214457,1590214487,1590214550,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait of', 'Portrait of', 'Still life view of', 'Portrait of']",['Paulus Castello Genova'],[outdoors],[outdoors],[outdoors],[outdoors]
1868714276,"{1873425437: 0.3565748333930969, 1277257658: 0.3559238016605377, 1878692813: 0.34232625365257263, 1868705297: 0.34055742621421814, 1878692822: 0.3323521316051483, 1868703314: 0.325774610042572, 1297774343: 0.32548266649246216, 1578946274: 0.32501962780952454}",1873425437,1277257658,1878692813,1868705297,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv2],['A low angle Close up of'],[],[misc],[office],[indoors],[indoors]
1578904325,"{1590079850: 0.35304734110832214, 1578907067: 0.30674177408218384, 1878695885: 0.2958747148513794, 1590067835: 0.2764749228954315, 1711228529: 0.2684233486652374, 1878695879: 0.26088789105415344, 1852959794: 0.2521015703678131, 1852959839: 0.24913573265075684}",1590079850,1578907067,1878695885,1590067835,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],['Portrait of'],[],[misc],[outdoors],[indoors],[outdoors]
1587990356,"{1297776713: 0.3249126374721527, 1571519093: 0.31906658411026, 1868720591: 0.3179839849472046, 1297741847: 0.317009836435318, 1571664776: 0.311158150434494, 1587838187: 0.30850449204444885, 1852961783: 0.30836981534957886, 1581270692: 0.3083021938800812}",1297776713,1571519093,1868720591,1297741847,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[electronics],[misc],[indoors],[electronics]
1586724545,"{1586723807: 0.26705095171928406, 1571327438: 0.26117122173309326, 1578927197: 0.2587842345237732, 1855882814: 0.25562697649002075, 1725722138: 0.2525722086429596, 1590046007: 0.24955128133296967, 1587990080: 0.24772858619689941, 1578207233: 0.24722540378570557}",1586723807,1571327438,1578927197,1855882814,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait Of ', 'Portrait Of ']",[],[outdoors],[outdoors],[misc],[outdoors]
1855878098,"{1851483824: 0.3298547863960266, 1851471974: 0.31433480978012085, 1851483932: 0.29804882407188416, 1817411712: 0.29489511251449585, 1572524321: 0.29002681374549866, 1571330879: 0.2878425717353821, 1851485420: 0.28539976477622986, 1571330852: 0.2813262641429901}",1851483824,1851471974,1851483932,1817411712,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Close up of', 'Close up of']",[],[outdoors],[outdoors],[outdoors],[outdoors]
1587839045,"{1587839042: 0.631197988986969, 1588016972: 0.36369985342025757, 1590361820: 0.3557911515235901, 1590361274: 0.34988200664520264, 1590361106: 0.3374249339103699, 1587865385: 0.3311002552509308, 1588016993: 0.33039596676826477, 1590361277: 0.3215448558330536}",1587839042,1588016972,1590361820,1590361274,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Close up of', 'Close up of', 'Close up of']",[],[office],[office],[misc],[misc]
1587811604,"{1588017254: 0.30421552062034607, 1304263292: 0.29781708121299744, 1588016909: 0.29034167528152466, 1570574048: 0.28890207409858704, 216570866: 0.28551438450813293, 1813180760: 0.2848924398422241, 216387074: 0.2845686972141266, 216586112: 0.28307974338531494}",1588017254,1304263292,1588016909,1570574048,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Close up of'],['Flavella Brazil'],[outdoors],[outdoors],[outdoors],[outdoors]
1572544511,"{1572538757: 0.3635539710521698, 1578942869: 0.3630516529083252, 1878688538: 0.33642011880874634, 1874366513: 0.32888588309288025, 1860727016: 0.3203757107257843, 1860727001: 0.3079407811164856, 1578942671: 0.307140052318573, 1878688532: 0.30703386664390564}",1572538757,1578942869,1878688538,1874366513,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Beauty portrait of'],[],[misc],[misc],[misc],[outdoors]
1766908251,"{1578252488: 0.3351023197174072, 1297797383: 0.32013529539108276, 1852925516: 0.3065379559993744, 1844731889: 0.2966054677963257, 1840560482: 0.29474979639053345, 1586722916: 0.29470404982566833, 1840560638: 0.2871860861778259, 1859339714: 0.2828710675239563}",1578252488,1297797383,1852925516,1844731889,[cosHint lv3],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Low angle view of'],[],[misc],[outdoors],[outdoors],[outdoors]
1864650971,"{1766908257: 0.3183159828186035, 1590047591: 0.30448728799819946, 1590060182: 0.2891986072063446, 1576741895: 0.2776373624801636, 1722078383: 0.27130332589149475, 1855915934: 0.26863422989845276, 1277247644: 0.2662283480167389, 1277238272: 0.2662033438682556}",1766908257,1590047591,1590060182,1576741895,[cosHint lv2],[cosHint lv2],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[indoors],[misc],[misc],[misc]
216580118,"{216580091: 0.4449165463447571, 1587851105: 0.4087474048137665, 1862067377: 0.37820932269096375, 216581234: 0.3645898401737213, 216580106: 0.3610343337059021, 1297776779: 0.3608494997024536, 1862067380: 0.35515764355659485, 216580475: 0.35452699661254883}",216580091,1587851105,1862067377,216581234,[cosHint lv4],[cosHint lv4],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv2],"['Close up of', 'Close up of', 'Tranquil field of']",[],[outdoors],[outdoors],[outdoors],[outdoors]
1663683863,"{1663685435: 0.307749480009079, 1297787504: 0.30774441361427307, 1663683764: 0.30544063448905945, 1297787534: 0.2969855070114136, 1297787474: 0.29417914152145386, 1663818017: 0.2937946021556854, 1277234600: 0.27468663454055786, 1663818554: 0.2742080092430115}",1663685435,1297787504,1663683764,1297787534,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv2],[diffHint lv1],[diffHint lv3],[diffHint lv1],"['portrait ', 'portrait']",[],[indoors],[indoors],[indoors],[indoors]
1851487418,"{1862067299: 0.411855012178421, 1874804231: 0.35624778270721436, 1570161017: 0.31098848581314087, 1876091939: 0.30731672048568726, 1590200795: 0.3046196401119232, 1846771121: 0.30319395661354065, 1874256560: 0.29329583048820496, 1570572848: 0.2932906746864319}",1862067299,1874804231,1570161017,1876091939,[cosHint lv4],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Overhead shot of', 'Vertical shot of', 'Portrait of']",[],[office],[office],[outdoors],[office]
1571579141,"{1571576867: 0.29325228929519653, 1572537374: 0.25943517684936523, 1571602994: 0.2522018551826477, 1572538937: 0.2495182454586029, 1576779953: 0.24233144521713257, 1572542231: 0.24148985743522644, 1587048509: 0.24093705415725708, 1864651058: 0.23965923488140106}",1571576867,1572537374,1571602994,1572538937,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[outdoors],[outdoors],[outdoors],[outdoors]
1586721830,"{1570572878: 0.41942596435546875, 1570573439: 0.366913378238678, 1570572842: 0.3657824397087097, 1571338088: 0.34837135672569275, 1570573508: 0.34817948937416077, 1570573556: 0.3404432237148285, 1590337232: 0.32832708954811096, 1873346150: 0.32707780599594116}",1570572878,1570573439,1570572842,1571338088,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],['Having Informal Meeting In Modern Office'],[outdoors],[outdoors],[outdoors],[outdoors]
1297781495,"{1859339825: 0.4232790172100067, 1297781492: 0.42086261510849, 1859339717: 0.41525986790657043, 1859339849: 0.4114931523799896, 1587991709: 0.3748268187046051, 1297781504: 0.36693131923675537, 1859339783: 0.3542063236236572, 1586693717: 0.34622010588645935}",1859339825,1297781492,1859339717,1859339849,[cosHint lv4],[cosHint lv4],[cosHint lv4],[cosHint lv4],[diffHint lv1],[diffHint lv3],[diffHint lv1],[diffHint lv1],[],[],[indoors],[indoors],[indoors],[indoors]
1725719318,"{1297786262: 0.29574838280677795, 1570280723: 0.28991204500198364, 1878695792: 0.2898700535297394, 1873296866: 0.28807374835014343, 1766920434: 0.28659436106681824, 1725719297: 0.28411760926246643, 1878695789: 0.2821037471294403, 1878695783: 0.28199803829193115}",1297786262,1570280723,1878695792,1873296866,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],"['Cape Town South Africa', 'Den Haag The Netherlands', 'Cape Town South Africa']",[indoors],[indoors],[electronics],[indoors]
